disease_id	name	cui	DKE
DIS006599	Gastric outlet obstruction	C0030920	Peptic ulcer NOS
DIS005980	Gastric volvulus	C0740577	Acute abdominal pain
DIS005011	Gastrinoma	C0015663	Fasting
DIS004168	Gastritis	C0017152	Gastritis
DIS000194	Gastroenteritis	C0013369	Dysentery
DIS005544	Gastroesophageal reflux disease	C0017168	Gastroesophageal reflux disease
DIS003290	Gastrointestinal bleeding	C0019080	Hemorrhage
DIS005970	Gastrointestinal cancer	C0027651	Neoplasms
DIS004704	Gastrointestinal perforation	C0021390	Inflammatory bowel disease, NOS
DIS006821	Gastrointestinal stromal tumor	C0005558	Biopsy
DIS006474	Gastroparesis	C0152020	Gastroparesis
DIS003221	Gastroschisis	C0041618	Ultrasonography
DIS003696	Gaucher's disease	C0002871	Anemia
DIS007049	Gender dysphoria	C0549622	Sexual dysfunction, NOS
DIS004460	General paresis of the insane	C0033975	Psychotic disorder
DIS003776	Generalized anxiety disorder	C0004936	Mental disorders NOS
DIS006153	Generalized epilepsy	C0014544	Epilepsy
DIS003837	Generalized epilepsy with febrile seizures plus	C0004134	Ataxia
DIS001251	Generalized eruptive histiocytoma	C0015230	Exanthema
DIS006606	Generalized pustular psoriasis	C3714514	Infection
DIS010276	Generalized tonic–clonic seizure	C0003467	Anxiety
DIS003203	Genetic disorder	C0002627	Amniocentesis
DIS004334	Genital herpes	C0221198	Lesion
DIS003542	Genital wart	C0009663	Condylomata acuminata
DIS005928	Genu recurvatum	C0009917	Contracture
DIS006242	Genu valgum	C0035579	Rickets
DIS004152	Genu varum	C0027651	Neoplasms
DIS003611	Geographic tongue	C0017677	Benign migratory glossitis
DIS003483	Geotrichosis	C0041582	Ulcer
DIS003525	Germ cell tumor	C0027651	Neoplasms
DIS004777	Germinal matrix hemorrhage	C0019080	Hemorrhage
DIS006979	Germinoma	C0001807	Aggressive behavior
DIS004147	Gerodermia osteodysplastica	C0010495	Cutis laxa, NOS
DIS006560	Gerstmann syndrome	C0221505	Lesion of brain
DIS006181	Gerstmann–Sträussler–Scheinker syndrome	C0011053	Deafness
DIS003559	Gestational diabetes	C0011860	Non-insulin-dependent diabetes mellitus
DIS004610	Gestational hypertension	C0002878	Hemolytic anemia, NOS
DIS006269	Gestational pemphigoid	C0024032	Low birth weight
DIS007417	Gestational thrombocytopenia	C0040034	Thrombocytopenia
DIS004616	Gestational trophoblastic disease	C0015663	Fasting
DIS006724	Gianotti–Crosti syndrome	C0005558	Biopsy
DIS003775	Giant axonal neuropathy	C0036572	Convulsions
DIS006246	Giant platelet disorder	C0016263	Flow cytometry
DIS004314	Giant-cell arteritis	C0006318	Bruit
DIS003380	Giant-cell carcinoma of the lung	C0027651	Neoplasms
DIS003049	Giant-cell fibroma	C0018188	Granuloma
DIS006593	Giant-cell tumor of bone	C0221198	Lesion
DIS006278	Giant-cell tumor of the tendon sheath	C0027651	Neoplasms
DIS003751	Giardiasis	C3714514	Infection
DIS004208	Gilbert's syndrome	C0015663	Fasting
DIS005505	Gillespie syndrome	C0333641	Atrophic
DIS004995	Gingival disease	C0021368	Inflammation
DIS005000	Gingival enlargement	C0013604	Edema
DIS006335	Gingivitis	C0017574	Gingivitis
DIS005880	Gitelman syndrome	C0003811	Cardiac arrhythmia
DIS004343	Glanders	C0038999	Swelling
DIS006665	Glioma	C0027651	Neoplasms
DIS004546	Gliomatosis cerebri	C0004398	Autopsy
DIS004548	Glomerulonephritis	C0017658	Glomerulonephritis
DIS004079	Glomus tumor	C0018916	Hemangioma
DIS003612	Glossitis	C0002170	Alopecia
DIS004122	Glucagonoma	C0030305	Pancreatitis
DIS004560	Glucocorticoid remediable aldosteronism	C0231221	Asymptomatic
DIS007612	Glucose-6-phosphate dehydrogenase deficiency	C0002878	Hemolytic anemia, NOS
DIS003675	Glucose-galactose malabsorption	C0011175	Dehydration
DIS006250	Glut1 deficiency	C0162429	Malnutrition
DIS005229	Glutaric aciduria type 1	C0024485	Magnetic resonance imaging
DIS004335	Glutathione synthetase deficiency	C0002878	Hemolytic anemia, NOS
DIS001217	Glycine encephalopathy	C0003578	Apnea
DIS007418	Glycogen storage disease type 0	C0020615	Hypoglycemia
DIS006590	Glycogen storage disease type I	C0019209	Hepatomegaly
DIS005365	Glycogen storage disease type II	C0162429	Malnutrition
DIS006294	Glycogen storage disease type III	C0005558	Biopsy
DIS006832	Glycogen storage disease type V	C0015672	Fatigue
DIS004030	GM1 gangliosidoses	C0162429	Malnutrition
DIS007352	GM2-gangliosidosis, AB variant	C0025362	Mental retardation NOS
DIS006636	Gnathostomiasis	C0024485	Magnetic resonance imaging
DIS000857	Goitre	C0018021	Goiter
DIS004657	Goldenhar syndrome	C0037293	Skin tag
DIS006108	Golfer's elbow	C0030193	Pain
DIS010324	Gomez-Lopez-Hernandez syndrome	C0020580	Hypesthesia
DIS006161	Gonadal dysgenesis	C0018051	Gonadal dysgenesis NOS
DIS006974	Gonadoblastoma	C0027651	Neoplasms
DIS004375	Gonorrhea	C3714514	Infection
DIS006075	Goodpasture syndrome	C0004610	Bacteremia
DIS001095	Gout	C0018099	Gout
DIS004531	GRACILE syndrome	C0023890	Cirrhosis of liver NOS
DIS007502	Gradenigo's syndrome	C0699744	Infection of ear
DIS006458	Graft-versus-host disease	C0023418	Leukemia, NOS
DIS005844	Granular cell tumor	C0027651	Neoplasms
DIS006434	Granuloma annulare	C0011849	Diabetes mellitus, NOS
DIS003261	Granuloma faciale	C0150866	Biopsy of skin
DIS003766	Granuloma inguinale	C0005558	Biopsy
DIS007250	Granulomatosis with polyangiitis	C0005558	Biopsy
DIS005266	Granulomatous amoebic encephalitis	C0005558	Biopsy
DIS001247	Granulomatous mastitis	C0004364	Autoimmune disease NOS
DIS006348	Granulosa cell tumour	C0010709	Cyst
DIS004138	Graves' disease	C0018213	Graves disease
DIS007149	Graves' ophthalmopathy	C0015300	Exophthalmos
DIS005194	Gray baby syndrome	C0000731	Abdomen distended
DIS005503	Greater trochanteric pain syndrome	C0030193	Pain
DIS007379	Griscelli syndrome type 2	C0026827	Muscle hypotonia
DIS000146	Groupthink	C0003467	Anxiety
DIS005787	Growth hormone deficiency	C0271561	Somatotropin deficiency
DIS007389	Guillain–Barré syndrome	C0011991	Diarrhea
DIS005969	Gulf War syndrome	C0221423	Illness (finding)
DIS001203	Gumma (pathology)	C0016059	Fibrosis
DIS005075	Gunther disease	C0042373	Vascular disease
DIS007347	Haemobilia	C0005779	Blood coagulation disorder
DIS006313	Haemophilia	C0423798	Increased tendency to bruise
DIS007176	Haemophilia A	C0005729	Bleeding time
DIS003423	Haemophilia B	C0019080	Hemorrhage
DIS003166	Haemophilia C	C0015523	Factor XI deficiency
DIS005033	Haemophilus meningitis	C0003123	Anorexia
DIS007535	Hailey–Hailey disease	C0015230	Exanthema
DIS005586	Haim–Munk syndrome	C0041834	Erythema
DIS004893	Hairy leukoplakia	C0870082	Hyperkeratosis
DIS007614	Hajdu–Cheney syndrome	C0020534	Orbital separation excessive
DIS003328	Hallermann–Streiff syndrome	C0037315	Sleep apnea syndrome
DIS007157	Hallucination	C0018524	Hallucinations
DIS001259	Hallucinatory palinopsia	C0000833	Abscess
DIS005901	Hallucinogen persisting perception disorder	C0018524	Hallucinations
DIS004057	Hallux rigidus	C0021368	Inflammation
DIS004044	Halo nevus	C0162835	Hypopigmentation disorder
DIS003630	Hamartoma	C0027651	Neoplasms
DIS007586	Hamman's syndrome	C0009806	Constipation
DIS000483	Hammer toe	C0006386	Bunion
DIS004408	Hand eczema	C0011603	Dermatitis
DIS006987	Hand injury	C0009917	Contracture
DIS003828	Hand, foot, and mouth disease	C0014038	Encephalitis
DIS003789	Hand-foot-genital syndrome	C0162429	Malnutrition
DIS007273	Hangover	C0007165	Cardiac output, NOS
DIS005647	Harlequin-type ichthyosis	C0005558	Biopsy
DIS004991	Hartnup disease	C0024523	Malabsorption syndrome NOS
DIS005488	Hashimoto's thyroiditis	C0011570	Depression NOS
DIS005276	Hay–Wells syndrome	C0020620	Hypohidrosis
DIS003298	Head and neck cancer	C0023531	Leukoplakia
DIS006798	Head injury	C0040822	Tremor
DIS005390	Head lice infestation	C0033774	Pruritus
DIS004256	Headache	C0018681	Headache
DIS005523	Hearing loss	C0011053	Deafness
DIS003683	Heart cancer	C0013516	Echocardiography
DIS007384	Heart failure	C0011849	Diabetes mellitus, NOS
DIS008129	Heart failure with preserved ejection fraction	C0013516	Echocardiography
DIS000344	Heartburn	C0008031	Chest pain NOS
DIS000696	Heat burst	C0015967	Fever
DIS004518	Heat illness	C0221423	Illness (finding)
DIS005996	Heat stroke	C0011175	Dehydration
DIS007472	Heat syncope	C0012833	Dizziness
DIS001060	HEC syndrome	C0020255	Hydrocephalus
DIS006891	Heerfordt syndrome	C0015469	Facial nerve palsy
DIS006121	Helicobacter pylori	C0013395	Dyspepsia
DIS004382	HELLP syndrome	C0032914	Pre-eclampsia NOS
DIS006833	Helminthiasis	C0036572	Convulsions
DIS005245	Hemangioblastoma	C0028259	Nodule
DIS007241	Hemangioendothelioma	C0014457	Eosinophilia
DIS005382	Hemangioma	C0027651	Neoplasms
DIS006657	Hemangiopericytoma	C0001807	Aggressive behavior
DIS003587	Hemarthrosis	C0019080	Hemorrhage
DIS003240	Hematemesis	C0017152	Gastritis
DIS004307	Hematochezia	C0000737	Abdominal pain
DIS003929	Hematoma	C0018944	Hematoma
DIS004312	Hematosalpinx	C0019065	Hemoperitoneum
DIS007285	Hematospermia	C0149707	Hemospermia
DIS004162	Hematuria	C0018965	Hematuria
DIS006788	Hemeralopia	C0001916	Albinism
DIS004930	Hemiballismus	C0221169	Hemiballismus
DIS005622	Hemicrania continua	C0013390	Dysmenorrhea
DIS001154	Hemifacial microsomia	C0042373	Vascular disease
DIS001004	Hemifacial spasm	C0278152	Hemifacial spasm
DIS003641	Hemiparesis	C0009024	Clonus
DIS005824	Hemoglobin C	C0009555	Complete blood count
DIS004485	Hemoglobin D-Punjab	C0002871	Anemia
DIS000363	Hemoglobinemia	C0011175	Dehydration
DIS003326	Hemoglobinuria	C0002880	Autoimmune hemolytic anemia
DIS003726	Hemolytic anemia	C0042373	Vascular disease
DIS006199	Hemolytic disease of the newborn	C0018941	Blood test
DIS004618	Hemolytic disease of the newborn (ABO)	C0022346	Icterus
DIS006495	Hemolytic disease of the newborn (anti-Rhc)	C0002627	Amniocentesis
DIS013439	Hemolytic–uremic syndrome	C0035078	Renal insufficiency
DIS004636	Hemopericardium	C0019080	Hemorrhage
DIS001001	Hemoperitoneum	C0019065	Hemoperitoneum
DIS005711	Hemophagocytic lymphohistiocytosis	C0004364	Autoimmune disease NOS
DIS003364	Hemorrhoid	C0000734	Abdominal mass
DIS007540	Hemosiderosis	C0005558	Biopsy
DIS005944	Hemosuccus pancreaticus	C0019080	Hemorrhage
DIS003741	Hemothorax	C0019123	Hemothorax
DIS006610	Henoch–Schönlein purpura	C0018941	Blood test
DIS005985	Heparin-induced thrombocytopenia	C0009555	Complete blood count
DIS006732	Hepatic encephalopathy	C0019151	Hepatic encephalopathy
DIS007090	Hepatic veno-occlusive disease	C0003962	Ascites
DIS007392	Hepatitis	C0221423	Illness (finding)
DIS005551	Hepatitis A	C0221423	Illness (finding)
DIS006425	Hepatitis B	C0018941	Blood test
DIS004627	Hepatitis C	C0231221	Asymptomatic
DIS004615	Hepatitis D	C0023890	Cirrhosis of liver NOS
DIS004250	Hepatitis E	C0018941	Blood test
DIS004716	Hepatoblastoma	C0018941	Blood test
DIS007419	Hepatocellular adenoma	C0005558	Biopsy
DIS007494	Hepatocellular carcinoma	C0005558	Biopsy
DIS006939	Hepatosplenic T-cell lymphoma	C0021390	Inflammatory bowel disease, NOS
DIS006180	Hepatotoxicity	C0151763	Liver damage
DIS006090	Hereditary angioedema	C0000731	Abdomen distended
DIS006008	Hereditary coproporphyria	C0000737	Abdominal pain
DIS005518	Hereditary diffuse leukoencephalopathy with spheroids	C0004398	Autopsy
DIS005949	Hereditary fructose intolerance	C0020615	Hypoglycemia
DIS003886	Hereditary hemorrhagic telangiectasia	C0014591	Epistaxis
DIS004885	Hereditary hyperbilirubinemia	C0022346	Icterus
DIS004922	Hereditary leiomyomatosis and renal cell cancer syndrome	C0027651	Neoplasms
DIS004828	Hereditary motor and sensory neuropathy	C0013839	Electromyography
DIS003391	Hereditary multiple exostoses	C0003862	Arthralgia
DIS005339	Hereditary neuralgic amyotrophy	C0026846	Muscular atrophy
DIS004205	Hereditary nonpolyposis colorectal cancer	C0018941	Blood test
DIS004739	Hereditary pancreatitis	C0027497	Nausea
DIS006639	Hereditary persistence of fetal hemoglobin	C0231221	Asymptomatic
DIS004521	Hereditary sclerosing poikiloderma	C0015672	Fatigue
DIS006042	Hereditary sensory and autonomic neuropathy type I	C0026838	Muscle spasticity
DIS004853	Hereditary spastic paraplegia	C0231687	Spastic gait
DIS005230	Hereditary spherocytosis	C0030232	Pallor
DIS005436	Hereditary stomatocytosis	C0003962	Ascites
DIS007027	Hermansky–Pudlak syndrome	C0021051	Unspecified immunity deficiency
DIS007067	Hernia	C0010200	Coughing
DIS004000	Herpangina	C0231218	Malaise
DIS005613	Herpes esophagitis	C0005558	Biopsy
DIS006944	Herpes labialis	C0555971	Oral infection
DIS006218	Herpes simplex	C3714514	Infection
DIS003365	Herpes simplex keratitis	C3714514	Infection
DIS007235	Herpes zoster ophthalmicus	C0021051	Unspecified immunity deficiency
DIS003185	Herpetic gingivostomatitis	C0015403	Eye infection
DIS004735	Herpetic whitlow	C0013604	Edema
DIS006930	Heterophoria	C0038379	Strabismus
DIS003894	Heterotopic ossification	C0150055	Chronic pain
DIS004503	Heterotopic pregnancy	C0000737	Abdominal pain
DIS003115	Heyde's syndrome	C0004339	Auscultation
DIS003202	HFE hereditary haemochromatosis	C0011849	Diabetes mellitus, NOS
DIS008128	Hiatal hernia	C0010200	Coughing
DIS005856	Hibernoma	C0027651	Neoplasms
DIS004949	Hidradenitis	C0000833	Abscess
DIS005811	Hidradenitis suppurativa	C0221198	Lesion
DIS004151	Hidrocystoma	C0027651	Neoplasms
DIS006485	High-altitude cerebral edema	C0004134	Ataxia
DIS005538	High-altitude pulmonary edema	C0032285	Pneumonia
DIS009021	Hip dislocation	C0030193	Pain
DIS004313	Hip dysplasia	C0334044	Dysplasia
DIS005964	Hirschsprung's disease	C0005558	Biopsy
DIS007320	Histidinemia	C0023185	Learning
DIS004755	Histiocytic sarcoma	C0027651	Neoplasms
DIS002867	Histiocytoma	C0027651	Neoplasms
DIS003318	Histoplasmosis	C0015230	Exanthema
DIS001321	Histotoxic hypoxia	C0242184	Hypoxia
DIS005860	Histrionic personality disorder	C0004936	Mental disorders NOS
DIS006219	HIV-associated lipodystrophy	C0023787	Lipodystrophy
DIS007173	HIV-associated neurocognitive disorder	C0004936	Mental disorders NOS
DIS004843	HIV/AIDS	C0018941	Blood test
DIS003383	Hives	C0042109	Urticaria
DIS013438	Hodgkin lymphoma	C0018941	Blood test
DIS006118	Holocarboxylase synthetase deficiency	C0002170	Alopecia
DIS006007	Holoprosencephaly	C0000786	Spontaneous abortion
DIS006884	Holt–Oram syndrome	C0410719	Deformity of bone
DIS006632	Homicidal ideation	C0011253	Delusions
DIS003353	Homocystinuria	C0162429	Malnutrition
DIS006664	Hookworm infection	C3714514	Infection
DIS006307	Horner's syndrome	C0019937	Horner syndrome
DIS006792	Horseshoe kidney	C0024485	Magnetic resonance imaging
DIS005296	Hospital-acquired infection	C0016382	Flushing
DIS006667	Howel–Evans syndrome	C0205875	Papillomatosis
DIS003539	Hoyeraal-Hreidarsson syndrome	C0333641	Atrophic
DIS007214	HPV-positive oropharyngeal cancer	C0555971	Oral infection
DIS011168	Human betaherpesvirus 7	C0009952	Febrile convulsions
DIS005421	Human granulocytic anaplasmosis	C0015663	Fasting
DIS004626	Human monocytotropic ehrlichiosis	C0015230	Exanthema
DIS003925	Human papillomavirus infection	C0009663	Condylomata acuminata
DIS007500	Humoral immune deficiency	C0021051	Unspecified immunity deficiency
DIS004846	Hunter syndrome	C0023508	White blood cell count
DIS004557	Huntington's disease	C0024485	Magnetic resonance imaging
DIS004935	Hurler syndrome	C0002627	Amniocentesis
DIS005699	Hürthle cell	C0016059	Fibrosis
DIS003689	Hydroa vacciniforme	C0023418	Leukemia, NOS
DIS003072	Hydrocele	C1720771	Hydrocoele
DIS005025	Hydrocele testis	C0041618	Ultrasonography
DIS004078	Hydrocephalus	C0020255	Hydrocephalus
DIS003441	Hydrolethalus syndrome	C0020255	Hydrocephalus
DIS007556	Hydronephrosis	C0027651	Neoplasms
DIS003974	Hydrops fetalis	C0002871	Anemia
DIS005807	Hydrosalpinx	C0041296	Tuberculosis
DIS007607	Hymenolepiasis	C3714514	Infection
DIS006670	Hyoid bone fracture	C0042963	Vomiting
DIS004056	Hyper IgM syndrome	C0024485	Magnetic resonance imaging
DIS004342	Hyper-IgM syndrome type 1	C3665596	Warts
DIS007426	Hyperacusis	C0034880	Hyperacusis
DIS005226	Hyperaemia	C0020452	Hyperemia
DIS003463	Hyperaldosteronism	C0003962	Ascites
DIS004150	Hyperalgesia	C0020429	Hyperalgesia
DIS007182	Hyperammonemia	C0023890	Cirrhosis of liver NOS
DIS006733	Hyperandrogenism	C0206081	Hyperandrogenism
DIS003263	Hypercalciuria	C0020438	Hypercalciuria
DIS006652	Hypercapnia	C0015663	Fasting
DIS006623	Hypercementosis	C0003864	Arthritis
DIS007430	Hyperchloremic acidosis	C0042963	Vomiting
DIS005347	Hypercoagulability in pregnancy	C0032914	Pre-eclampsia NOS
DIS006019	Hyperdontia	C0034575	Dental radiography
DIS004841	Hyperekplexia	C0013819	Electroencephalography
DIS006088	Hyperemesis gravidarum	C0020450	Hyperemesis gravidarum
DIS006392	Hypereosinophilic syndrome	C0002871	Anemia
DIS007275	Hyperesthesia	C0020453	Hyperesthesia
DIS000140	Hyperestrogenism	C0023890	Cirrhosis of liver NOS
DIS006539	Hyperglycemia	C0011849	Diabetes mellitus, NOS
DIS004491	Hyperglycerolemia	C0011849	Diabetes mellitus, NOS
DIS003323	Hyperhidrosis	C0003467	Anxiety
DIS005643	Hyperhomocysteinemia	C0040053	Thrombosis
DIS006841	Hyperinsulinemia	C0028754	Obesity
DIS004535	Hyperinsulinism	C0011849	Diabetes mellitus, NOS
DIS005876	Hyperkalemic periodic paralysis	C0015663	Fasting
DIS004038	Hyperkinetic disorder	C0424295	Hyperactive behavior
DIS003489	Hyperlipidemia	C0020473	Hyperlipidemia
DIS005740	Hypermagnesemia	C0020502	Hyperparathyroidism
DIS006587	Hypermobility (joints)	C0029456	Osteoporosis
DIS005252	Hypernasal speech	C0042454	Velopharyngeal insufficiency
DIS007354	Hypernatremia	C0020488	Hypernatremia
DIS006881	Hyperosmolar hyperglycemic state	C0011849	Diabetes mellitus, NOS
DIS007266	Hyperparathyroidism	C0221002	Primary hyperparathyroidism
DIS003597	Hyperphenylalaninemia	C0231221	Asymptomatic
DIS006709	Hyperphosphatemia	C0018790	Cardiac arrest
DIS007174	Hyperpituitarism	C0017547	Gigantism
DIS004321	Hyperplasia	C0020564	Hypertrophy
DIS006416	Hyperprolactinaemia	C0018790	Cardiac arrest
DIS005438	Hypersalivation	C0003467	Anxiety
DIS004637	Hypersensitivity pneumonitis	C0018941	Blood test
DIS005747	Hypersomnia	C0519186	Multiple sleep latency test
DIS003943	Hypertelorism	C0020534	Orbital separation excessive
DIS005650	Hypertension	C0020538	Hypertensive disease
DIS005861	Hypertensive emergency	C0020538	Hypertensive disease
DIS006420	Hypertensive heart disease	C0018802	Congestive heart failure
DIS004587	Hypertensive kidney disease	C0020538	Hypertensive disease
DIS005067	Hypertensive retinopathy	C0002871	Anemia
DIS005379	Hyperthyroidism	C0020550	Hyperthyroidism
DIS003475	Hypertonia	C0026837	Muscle rigidity
DIS003829	Hypertrichosis	C0020555	Hypertrichosis
DIS004839	Hypertriglyceridemia	C0011849	Diabetes mellitus, NOS
DIS003387	Hypertrophic cardiomyopathy	C0013516	Echocardiography
DIS005469	Hypertrophic osteoarthropathy	C0010481	Cushing's syndrome NOS
DIS006948	Hypertropia	C0016059	Fibrosis
DIS006016	Hypertryptophanemia	C0003862	Arthralgia
DIS004594	Hypervalinemia	C0011175	Dehydration
DIS005739	Hyperventilation syndrome	C0002063	Alkalosis
DIS005554	Hypervitaminosis	C0002170	Alopecia
DIS005173	Hypervitaminosis A	C0018941	Blood test
DIS005197	Hypervitaminosis D	C0020538	Hypertensive disease
DIS007519	Hypervolemia	C0020488	Hypernatremia
DIS006745	Hyphema	C0019080	Hemorrhage
DIS007057	Hypoalbuminemia	C0023890	Cirrhosis of liver NOS
DIS006605	Hypoaldosteronism	C1565489	Impaired renal function
DIS005816	Hypocalcaemia	C0020598	Hypocalcemia
DIS005632	Hypocapnia	C0020461	Hyperkalemia
DIS006660	Hypochondriasis	C0015726	Fear
DIS004887	Hypochondroplasia	C0221357	Brachydactyly
DIS003531	Hypogammaglobulinemia	C0027726	Nephrotic syndrome NOS
DIS004124	Hypoglycemia	C0011849	Diabetes mellitus, NOS
