synonym_name	code	name
benign Phyllodes neoplasm	C4274	NCI
benign Phyllodes neoplasm of the breast	C5196	NCI
Cystosarcoma phyllodes NOS (morphologic abnormality)	189825002	SNOMED CT
Cystosarcoma phyllodes, NOS	71232009	SNOMED CT
Phyllodes neoplasm	C2977	NCI
Phyllodes tumor, benign (morphologic abnormality)	16566002	SNOMED CT
Tuberculoma, Intracranial	D016862	MeSH
Tuberculosis of meninges and central nervous system (disorder)	186213005	SNOMED CT
Tuberculosis, Osteoarticular	D014394	MeSH
Interventricular septal defect	745.4	ICD-9
Heart Septal Defects, Ventricular	D006345	MeSH
Ventricular septal abnormality	253549006	SNOMED CT
Brain neoplasm, Supratentorial	C3397	NCI
Supratentorial Neoplasms	D015173	MeSH
malignant Supratentorial tumor	C4964	NCI
Infantile Melanotic neuroectodermal neoplasm	C3717	NCI
Neuroectodermal Tumor, Melanotic	D017600	MeSH
Melanotic neuroectodermal tumor (morphologic abnormality)	1513001	SNOMED CT
Melanotic neuroectodermal tumor of infancy (morphologic abnormality)	253076000	SNOMED CT
Pigmented neuroectodermal tumour of infancy	404042005	SNOMED CT
Pineal PNET	C9344	NCI
Pinealoma	D010871	MeSH
Cardiac septal defects	204290008	SNOMED CT
Heart Septal Defects	D006343	MeSH
Cardiac septal defects (disorder)	253273004	SNOMED CT
Congenital septal defect of heart (disorder)	59494005	SNOMED CT
septal defect	0725-0467	CSP
Septal defect NOS	156916001	SNOMED CT
Septal defect NOS (disorder)	287081002	SNOMED CT
Congenital anomaly of heart	13213009	SNOMED CT
Heart Defects, Congenital	D006330	MeSH
heart defect	0724-8315	CSP
Heart Malformation	C34666	NCI
secondary angle-closure glaucoma with rubeosis	314785001	SNOMED CT
Glaucoma, Neovascular	D015355	MeSH
neuroendocrine neoplasm	128928004	SNOMED CT
Neuroendocrine Tumors	D018358	MeSH
Ichthyosis	D007057	MeSH
Alligator skin	205556009	SNOMED CT
Ichthyosiform Erythroderma, Congenital	D016113	MeSH
Congenital non bullous ichthyosiform erythroderma	12215009	SNOMED CT
lamellar ichthyosis	0726-9470	CSP
endocrine neoplasm	2009-5861	CSP
Endocrine Gland Neoplasms	D004701	MeSH
Endocrine tumor	C3010	NCI
malignant Endocrine tumor	C3575	NCI
malignant tumour of endocrine gland	93780007	SNOMED CT
neoplasm of endocrine gland (disorder)	127015005	SNOMED CT
neoplasm of endocrine system (disorder)	387927001	SNOMED CT
X-linked ichthyosis with steryl-sulphatase deficiency	72523005	SNOMED CT
Ichthyosis, X-Linked	D016114	MeSH
X-linked placental steryl-sulphatase deficiency	3944006	SNOMED CT
X-linked recessive ichthyosis	205552006	SNOMED CT
Dominant congenital ichthyosiform erythroderma (disorder)	20512000	SNOMED CT
Ichthyosis Vulgaris	D016112	MeSH
primitive Neuroectodermal neoplasm	C3716	NCI
Neuroectodermal Tumors	D017599	MeSH
Aortic stenosis	390722003	SNOMED CT
Aortic Valve Stenosis	D001024	MeSH
Congenital aortic valve stenosis	156922005	SNOMED CT
Clear cell acanthoma (disorder)	254670002	SNOMED CT
Acanthoma	D049309	MeSH
Clear cell acanthoma (morphologic abnormality)	65540008	SNOMED CT
Pale (Clear cell) acanthoma	C4085	NCI
Duodenal Ulcer	D004381	MeSH
Curling's ulcers	39755000	SNOMED CT
Stress Ulcer	C35263	NCI
Occlusion, of retinal vein	362.37	ICD-9
Retinal Vein Occlusion	D012170	MeSH
Retinal vein occlusion	46085004	SNOMED CT
Cryptosporidial gastroenteritis (disorder)	66160001	SNOMED CT
Cryptosporidiosis	D003457	MeSH
Infection by Cryptosporidium (disorder)	58777003	SNOMED CT
intestinal cryptosporidiosis	007.4	ICD-9
Drug-induced psychosis	154855001	SNOMED CT
Psychoses, Substance-Induced	D011605	MeSH
Drug-induced psychotic disorder	292.1	ICD-9
Blood Vessel neoplasm	C7387	NCI
Vascular Neoplasms	D019043	MeSH
blood vessel neoplasm	2007-0683	CSP
Blood vessel tumor (morphologic abnormality)	115235003	SNOMED CT
Blood vessel tumors (morphologic abnormality)	189862000	SNOMED CT
Blood vessel tumour disorder	126736007	SNOMED CT
Haemangiomatous tumour	189874001	SNOMED CT
leiomyosarcoma of the renal Vein	C5388	NCI
malignant tumor of pulmonary artery	C5380	NCI
malignant tumor of pulmonary Vein	C5383	NCI
malignant vascular tumor	C7390	NCI
vascular tumors	C7388	NCI
Mitral stenosis	194725005	SNOMED CT
Mitral Valve Stenosis	D008946	MeSH
Facial Hemiatrophy	D005150	MeSH
Cheilitis granulomatosa of Mescher-Melkersson-Rosenthal	2511001	SNOMED CT
Melkersson-Rosenthal Syndrome	D008556	MeSH
Melkersson's syndrome	351.8	ICD-9
Conversion hysteria or reaction	300.11	ICD-9
Conversion Disorder	D003291	MeSH
Hysterical neurosis, conversion type	89239005	SNOMED CT
Aneurysm	D000783	MeSH
malignant neoplasm of thyroid gland	193	ICD-9
Thyroid Neoplasms	D013964	MeSH
malignant tumour of thyroid gland	154554008	SNOMED CT
neoplasm of thyroid gland	127018007	SNOMED CT
Thyroid gland neoplasm	C3414	NCI
malignant Pituitary neoplasm	C4769	NCI
Pituitary Neoplasms	D010911	MeSH
malignant tumor of pituitary gland (disorder)	363482009	SNOMED CT
neoplasm of pituitary gland (disorder)	127024001	SNOMED CT
Pituitary gland neoplasm	C3330	NCI
pituitary neoplasm	2006-7421	CSP
Adrenal Rest neoplasm	C2860	NCI
Adrenal Rest Tumor	D000314	MeSH
Ca body of pancreas	154477005	SNOMED CT
Pancreatic Neoplasms	D010190	MeSH
Ca head of pancreas	154476001	SNOMED CT
Ca tail of pancreas	154478000	SNOMED CT
pancreas neoplasm	2014-4876	CSP
pancreatic tumor	C3305	NCI
carcinoma of endocrine pancreas (disorder)	254612002	SNOMED CT
Carcinoma, Islet Cell	D018273	MeSH
Islet cell carcinoma (morphologic abnormality)	60346004	SNOMED CT
malignant neoplasm of islets of Langerhans	93843007	SNOMED CT
pancreatic neuroendocrine carcinoma	C3770	NCI
Adenoma, Islet Cell	D007516	MeSH
Islet cell neoplasm	399528006	SNOMED CT
Islet cell tumor	211.7	ICD-9
Islet cell tumour	269636003	SNOMED CT
malignant pancreatic Endocrine tumor	C3770	NCI
malignant tumor of endocrine pancreas (disorder)	254611009	SNOMED CT
pancreatic Endocrine neoplasm	C27031	NCI
Fibro-osteoma	302862001	SNOMED CT
Fibroma, Ossifying	D018214	MeSH
peripheral neuritis	128192007	SNOMED CT
Neuritis	D009443	MeSH
pathologic calcification	0531-6510	CSP
Calcinosis	D002114	MeSH
Pathologically calcified structure	18115005	SNOMED CT
(Grand mal status) or (status epilepticus)	192998006	SNOMED CT
Status Epilepticus	D013226	MeSH
petit mal seizure	0485-7316	CSP
Epilepsy, Absence	D004832	MeSH
Epilepsy	D004827	MeSH
Generalised epilepsy	192994008	SNOMED CT
Epilepsy, Generalized	D004829	MeSH
Diabetic Ketoacidosis	D016883	MeSH
Menkes Kinky Hair Syndrome	D007706	MeSH
Menkes kinky-hair syndrome	59178007	SNOMED CT
steely hair syndrome	1849-5365	CSP
bone neoplasm	2019-1041	CSP
Bone Neoplasms	D001859	MeSH
bone tumour	240201007	SNOMED CT
CA - bone cancer	269466003	SNOMED CT
malignant bone tumour	363371002	SNOMED CT
malignant neoplasm of bone	93725000	SNOMED CT
malignant osseous tumor	C4016	NCI
neoplasm of bone	126537000	SNOMED CT
osseous tumor	C9343	NCI
Cholestasis, Intrahepatic	D002780	MeSH
fibrous Dysplasia of bone	C34609	NCI
Fibrous Dysplasia of Bone	D005357	MeSH
fibrous dysplasia of bone (disorder)	10623005	SNOMED CT
neoplasm of jaw	126634001	SNOMED CT
Jaw Neoplasms	D007573	MeSH
central giant cell (reparative) granuloma	526.3	ICD-9
Granuloma, Giant Cell	D006101	MeSH
central giant cell granuloma	526.3	ICD-9
central giant cell reparative granuloma of jaw (disorder)	15350006	SNOMED CT
Heart Septal Defects, Atrial	D006344	MeSH
atrioseptal defect	0725-0467	CSP
Hepatitis C	D006526	MeSH
hepatitis nonA nonB	4000-0219	CSP
NANBH	C3098	NCI
animal viral hepatitis	1754-7196	CSP
Hepatitis, Viral, Animal	D006524	MeSH
Unspecified viral hepatitis with hepatic coma	070.6	ICD-9
Viral hepatitis with hepatic coma (disorder)	40946000	SNOMED CT
neoplasm of sigmoid colon (disorder)	126845000	SNOMED CT
Sigmoid Neoplasms	D012811	MeSH
tumor of sigmoid colon (disorder)	254581007	SNOMED CT
fibrous histiocytoma, malignant (morphologic abnormality)	34360000	SNOMED CT
Histiocytoma, Malignant Fibrous	D051677	MeSH
Fibroxanthosarcoma	189772005	SNOMED CT
Fibroxanthosarcoma (morphologic abnormality)	253040001	SNOMED CT
MFH	C4247	NCI
malignant melanoma	269577007	SNOMED CT
Melanoma	D008545	MeSH
Naevocarcinoma	189749008	SNOMED CT
Hepatoid yolk sac tumour	74409009	SNOMED CT
Endodermal Sinus Tumor	D018240	MeSH
Yolk Sac neoplasm	C3011	NCI
Yolk sac tumor	404081005	SNOMED CT
Complete hypoxanthine-guanine phosphoribosyltransferase deficiency	190921003	SNOMED CT
Lesch-Nyhan Syndrome	D007926	MeSH
deficiency of IMP pyrophosphorylase	124275001	SNOMED CT
HG-PRT deficiency	277.2	ICD-9
hypoxanthine guanine phosphoribosyltransferase deficiency	1849-8105	CSP
Hypoxanthine-guanine phosphoribosyltransferase deficiency (disorder)	267451005	SNOMED CT
Hypoxanthine-guanine phosphoribosyltransferase deficiency (disorder) [Ambiguous]	90924007	SNOMED CT
Hypoxanthine-guanine-phosphoribosyltransferase deficiency (& [Lesch - Nyhan syndrome])	190918000	SNOMED CT
Lesch - Nyhan syndrome	190917005	SNOMED CT
Lesch-Nyhan syndrome (disorder)	10406007	SNOMED CT
X-linked hyperuricemia (disorder) [Ambiguous]	68655008	SNOMED CT
Sex Cord-Gonadal Stromal Tumors	D018312	MeSH
Sex cord stromal tumour	253028001	SNOMED CT
Sex Cord-Stromal neoplasm	C3794	NCI
Sex cord-stromal tumor, no ICD-O subtype (morphologic abnormality)	71440001	SNOMED CT
Specialized gonadal neoplasm (morphologic abnormality)	115221000	SNOMED CT
Specialized gonadal neoplasm NOS (morphologic abnormality)	189741006	SNOMED CT
Specialized gonadal tumor (qualifier value)	134323003	SNOMED CT
Hypogonadotropic Hypogonadism	C34752	NCI
Klinefelter Syndrome	D007713	MeSH
XXY syndrome	758.7	ICD-9
XXY trisomy	1254-8437	CSP
disorder of sexual differentiation (disorder)	39179006	SNOMED CT
Disorders of Sex Development	D012734	MeSH
sex differentiation disorder	2586-8784	CSP
Gaucher Disease	D005776	MeSH
lipoid histiocytosis (kerasin type)	1849-8920	CSP
Sphingolipidoses	D013106	MeSH
Sphingolipidosis (disorder)	238028008	SNOMED CT
Sphingolipidosis, NOS	58459009	SNOMED CT
Fanconi Schlesinger syndrome	4006-0100	CSP
Williams Syndrome	D018980	MeSH
Supra-valvular aortic stenosis	747.22	ICD-9
Aortic Stenosis, Supravalvular	D021921	MeSH
Supravalvar aortic stenosis (disorder)	268185002	SNOMED CT
Angelman Syndrome	D017204	MeSH
puppetlike syndrome	4008-0043	CSP
Rubinstein-Taybi Syndrome	D012415	MeSH
acute and chronic cholecystitis	575.12	ICD-9
Cholecystitis	D002764	MeSH
acute and chronic cholecystitis (disorder)	396335001	SNOMED CT
acute cholecystitis (disorder)	65275009	SNOMED CT
acute cholecystitis NOS (disorder)	197411000	SNOMED CT
acute cholecystitis unspecified (disorder)	197409009	SNOMED CT
chronic cholecystitis (disorder)	20824003	SNOMED CT
cancer of the fallopian tube	C3867	NCI
Fallopian Tube Neoplasms	D005185	MeSH
carcinoma of fallopian tube (disorder)	276870001	SNOMED CT
fallopian tube Ca	93794008	SNOMED CT
Leiomyosarcomas	C3158	NCI
Leiomyosarcoma	D007890	MeSH
Adenosarcoma (morphologic abnormality)	31470003	SNOMED CT
Adenosarcoma	D018195	MeSH
mullerian Adenosarcoma	C9474	NCI
neoplasm of rectum (disorder)	126847008	SNOMED CT
Rectal Neoplasms	D012004	MeSH
Rectal tumor	C3350	NCI
rectum neoplasm	2010-1432	CSP
Lutembacher Syndrome	D008185	MeSH
Lutembacher's anomaly	38842003	SNOMED CT
Giant cell neoplasm	C7069	NCI
Giant Cell Tumors	D005870	MeSH
Giant cell tumor (morphologic abnormality)	115238001	SNOMED CT
Giant cell tumor (qualifier value)	134300001	SNOMED CT
Giant cell tumor NOS (morphologic abnormality)	189893004	SNOMED CT
Giant cell tumors (morphologic abnormality)	189890001	SNOMED CT
tumor of the Giant cell	C3055	NCI
cellophane maculopathy	367649002	SNOMED CT
Epiretinal Membrane	D019773	MeSH
Macular puckering of retina	362.56	ICD-9
Macular retinal puckering	53428005	SNOMED CT
connective tissue neoplasm	2008-3809	CSP
Neoplasms, Connective Tissue	D009372	MeSH
neoplasm of connective tissues	126598008	SNOMED CT
Tumour of connective tissue	254821003	SNOMED CT
hyperinsulinemia	2204-2400	CSP
Hyperinsulinism	D006946	MeSH
bone spur	C3029	NCI
Exostoses	D005096	MeSH
bony outgrowth	80400009	SNOMED CT
osteophyte	393603002	SNOMED CT
Anxiety Disorders	D001008	MeSH
Hepatitis B	D006509	MeSH
Drug-induced chronic hepatitis (disorder)	235889003	SNOMED CT
Chemical and Drug Induced Liver Injury, Chronic	D056487	MeSH
delta hepatitis	1754-6994	CSP
Hepatitis D	D003699	MeSH
Autoimmune chronic active hepatitis	197284004	SNOMED CT
Hepatitis, Autoimmune	D019693	MeSH
Autoimmune Hepatitis	C27029	NCI
Autoimmune hepatitis	68784009	SNOMED CT
Autoimmune hepatitis (disorder)	408335007	SNOMED CT
bone hypertrophy	C34712	NCI
Hyperostosis	D015576	MeSH
hypertrophy of bone	733.99	ICD-9
hypertrophy of bone (disorder)	203514008	SNOMED CT
hypertrophy of bone (morphologic abnormality)	13814009	SNOMED CT
traumatic neurosis	4000-0295	CSP
Stress Disorders, Post-Traumatic	D013313	MeSH
chronic Mucocutaneous Candidiasis	C34444	NCI
Candidiasis, Chronic Mucocutaneous	D002178	MeSH
Exostoses, Multiple Hereditary	D005097	MeSH
Multiple congenital exostosis	205479007	SNOMED CT
Multiple exostosis syndromes	240186007	SNOMED CT
Osteochondromatosis syndrome (disorder) [Ambiguous]	16535008	SNOMED CT
Perforation of intestine	569.83	ICD-9
Intestinal Perforation	D007416	MeSH
Congenital myotonia, autosomal dominant form (disorder)	57938005	SNOMED CT
Myotonia Congenita	D009224	MeSH
Thomsen's disease	1849-6776	CSP
Infection by Isospora belli and Isospora hominis	007.2	ICD-9
Isosporiasis	D021865	MeSH
Isosporosis	240373006	SNOMED CT
Coccidiosis (& [intestinal])	186125004	SNOMED CT
Coccidiosis	D003048	MeSH
Goltz syndrome	0726-8244	CSP
Focal Dermal Hypoplasia	D005489	MeSH
adult nephroblastoma	C6180	NCI
Wilms Tumor	D009396	MeSH
renal Wilms tumor	C40407	NCI
Dental Caries	D003731	MeSH
tumor of the eyelid	C3031	NCI
Eyelid Neoplasms	D005142	MeSH
eye neoplasm	2018-3273	CSP
Eye Neoplasms	D005134	MeSH
neoplasm of eye	126995000	SNOMED CT
neoplasm of eye proper	371486001	SNOMED CT
Ocular tumor	C3030	NCI
deficiency, Laki-Lorand factor	286.3	ICD-9
Factor XIII Deficiency	D005177	MeSH
Factor XIII deficiency disease (disorder)	18604004	SNOMED CT
Hereditary factor XIII deficiency disease (disorder)	50189006	SNOMED CT
Hemorrhagic diathesis	287.9	ICD-9
Hemorrhagic Disorders	D006474	MeSH
Hemorrhagic disease	268884000	SNOMED CT
deficiency, stable	286.3	ICD-9
Factor VII Deficiency	D005168	MeSH
Factor VII deficiency	154820003	SNOMED CT
Factor VII deficiency (disorder)	37193007	SNOMED CT
deficiency, labile	286.3	ICD-9
Factor V Deficiency	D005166	MeSH
Hereditary hypoproaccelerinaemia	88776002	SNOMED CT
Labile factor deficiency	366160003	SNOMED CT
Proaccelerin deficiency	365157004	SNOMED CT
Bernard - Soulier thrombopathy	191309003	SNOMED CT
Bernard-Soulier Syndrome	D001606	MeSH
Bernard Soulier syndrome	4001-0130	CSP
Giant platelet syndrome (disorder)	234478007	SNOMED CT
Hemorrhagic dystrophic thrombocytopenia	54569005	SNOMED CT
Thrombopathy, Bernard-Soulier	287.1	ICD-9
platelet disorder	0446-1413	CSP
Blood Platelet Disorders	D001791	MeSH
Thrombocytopathy	287.1	ICD-9
Thrombasthenia	D013915	MeSH
Glycoprotein IIb/IIIa defect	191310008	SNOMED CT
Thrombocytasthenia	287.1	ICD-9
disease, Stuart-Prower	286.3	ICD-9
Factor X Deficiency	D005171	MeSH
Factor X deficiency (disorder)	76642003	SNOMED CT
Dense body defect (disorder)	234474009	SNOMED CT
Platelet Storage Pool Deficiency	D010981	MeSH
Platelet dense granule deficiency (disorder)	9417000	SNOMED CT
Platelet storage pool defect	128099001	SNOMED CT
Essential thrombocythaemia	189513005	SNOMED CT
Thrombocythemia, Essential	D013920	MeSH
primary Thrombocytosis	C3407	NCI
Thrombocythaemia	142970009	SNOMED CT
Thrombocytosis	D013922	MeSH
Congenital factor XI deficiency	286.2	ICD-9
Factor XI Deficiency	D005173	MeSH
Hereditary factor XI deficiency disease	49762007	SNOMED CT
Rosenthal's disease	286.2	ICD-9
deficiency, Hageman	286.3	ICD-9
Factor XII Deficiency	D005175	MeSH
Factor XII deficiency disease	46981006	SNOMED CT
Hageman Factor deficiency	C26770	NCI
localisation-related epilepsy	155044009	SNOMED CT
Epilepsies, Partial	D004828	MeSH
Hypoprothrombinemias	D007020	MeSH
Factor I deficiency	C26692	NCI
Afibrinogenemia	D000347	MeSH
Fibrinogen deficiency	29718007	SNOMED CT
acute and subacute liver necrosis	197268000	SNOMED CT
Hepatitis, Chronic	D006521	MeSH
Ischemic Attack, Transient	D002546	MeSH
TIA - Transient ischaemic attack	266257000	SNOMED CT
Transient cerebral ischaemia NOS	195207009	SNOMED CT
Transient cerebral ischemia (disorder) [Ambiguous]	38609002	SNOMED CT
Transient ischemic attacks (disorder)	313242003	SNOMED CT
Lumbar spondylosis with myelopathy (disorder)	67437007	SNOMED CT
Spondylosis	D055009	MeSH
Spondylogenic compression of lumbar spinal cord	721.42	ICD-9
Spondylogenic compression of thoracic spinal cord	721.41	ICD-9
Spondylosis with myelopathy (disorder)	79232007	SNOMED CT
Candidal vulvovaginitis	154404004	SNOMED CT
Candidiasis, Vulvovaginal	D002181	MeSH
Candidal vulvovaginitis (disorder)	72605008	SNOMED CT
Candidal vulvovaginitis NOS (disorder)	266155003	SNOMED CT
Candidiasis of vulva and vagina	112.1	ICD-9
Monilial vulvovaginitis	112.1	ICD-9
Vulvovaginal Candidiasis	C2914	NCI
Vulvo-vaginitis	266655004	SNOMED CT
Vulvovaginitis	D014848	MeSH
Pharyngeal Diseases	D010608	MeSH
acute sore throat	367427004	SNOMED CT
Inflamed throat	141458004	SNOMED CT
Persistent sore throat	275488008	SNOMED CT
Pharyngeal disorder	C26850	NCI
Hidradenitis Suppurativa	D017497	MeSH
Hidradenitis suppurativa	201204008	SNOMED CT
Hidradenitis suppurativa (disorder)	59393003	SNOMED CT
Hidradenitis (disorder)	69741000	SNOMED CT
Hidradenitis	D016575	MeSH
Hydradenitis	267866004	SNOMED CT
Leptospirosis	D007922	MeSH
Leptospirosis icterohaemorrhagica	186954006	SNOMED CT
spirochetal jaundice	0368-3335	CSP
Motor Neuron Disease	D016472	MeSH
primary lateral sclerosis	335.24	ICD-9
Stereotyped repetitive movements NOS (finding)	191993004	SNOMED CT
Stereotypic Movement Disorder	D019956	MeSH
Stereotypy habit disorder	5507002	SNOMED CT
Nocardia Infections	D009617	MeSH
Ischaemic encephalopathy	11890005	SNOMED CT
Brain Ischemia	D002545	MeSH
Ischemic encephalopathy (disorder)	389100007	SNOMED CT
respiratory airway obstruction	2596-8463	CSP
Lung Diseases, Obstructive	D008173	MeSH
Gastroenteritis	D005759	MeSH
malignant neoplasm of inferior maxilla	170.1	ICD-9
Mandibular Neoplasms	D008339	MeSH
malignant neoplasm of lower Jaw bone	C35178	NCI
neoplasm of mandible	126551000	SNOMED CT
Craniofacial Dysostosis	D003394	MeSH
Premature closure of cranial sutures	756.0	ICD-9
Craniosynostoses	D003398	MeSH
Arteriosclerosis (morphologic abnormality)	28960008	SNOMED CT
Arteriosclerosis	D001161	MeSH
Arteriosclerosis NOS	155414001	SNOMED CT
Arteriosclerotic vascular disease (disorder)	72092001	SNOMED CT
Arteriosclerotic vascular disease NOS	155418003	SNOMED CT
disorder of iron metabolism	275.0	ICD-9
Iron Metabolism Disorders	D019189	MeSH
disorder of iron metabolism (disorder)	30913008	SNOMED CT
disorder of iron metabolism NOS (disorder)	190851008	SNOMED CT
Iron disorder	154751003	SNOMED CT
iron disorder	1630-2859	CSP
diabetes bronze	1849-4292	CSP
Hemochromatosis	D006432	MeSH
Haemochromatosis	267504005	SNOMED CT
iron storage disorder	1630-3927	CSP
Anemia, Myelophthisic	D000750	MeSH
Anemia, leukoerythroblastic	285.8	ICD-9
Leukoerythroblastosis	C36218	NCI
Anemia	D000740	MeSH
Anemia, Macrocytic	D000748	MeSH
Macrocytic anaemia of unspecified cause	191277004	SNOMED CT
Macrocytic Anemia	C34381	NCI
Macrocytic anemia	281.9	ICD-9
Macrocytic anemia (disorder)	83414005	SNOMED CT
Macrocytic anemia of unspecified cause (disorder)	234356001	SNOMED CT
Postphlebitic Syndrome	D011186	MeSH
West Nile fever encephalitis	066.41	ICD-9
West Nile Fever	D014901	MeSH
West Nile Fever with encephalitis	066.41	ICD-9
Gangliosidoses	D005733	MeSH
Elliptocytosis, Hereditary	D004612	MeSH
ovalocytosis	0427-1524	CSP
Generalized multiple sclerosis (disorder)	192928003	SNOMED CT
Multiple Sclerosis	D009103	MeSH
insular sclerosis	2042-2324	CSP
Multiple Sclerosis, Relapsing-Remitting	D020529	MeSH
Pupillary disorder	68633000	SNOMED CT
Pupil Disorders	D011681	MeSH
bilirubin encephalopathy	1653-7303	CSP
Kernicterus	D007647	MeSH
Jaundice, Neonatal	D007567	MeSH
Wernicke's disease	21007002	SNOMED CT
Wernicke Encephalopathy	D014899	MeSH
Wernicke's encephalopathy	190626005	SNOMED CT
