disease_id	name	code	name
DIS006543	Pediculosis pubis	000841	MedlinePlus
DIS004986	Pedophilia	302.2	ICD-9-CM
DIS006213	Peliosis hepatis	D010382	MeSH
DIS004999	Pelizaeus–Merzbacher disease	29467	DiseasesDB
DIS006062	Pellucid marginal degeneration	33144	DiseasesDB
DIS005286	Pelvic fracture	808	ICD-9-CM
DIS000639	Pelvic pain	625.9	ICD-9-CM
DIS010325	Pel–Ebstein fever	med/1770	eMedicine
DIS006067	Pemphigus	000882	MedlinePlus
DIS004271	Pemphigus vulgaris	000882	MedlinePlus
DIS006929	Pendred syndrome	274600	OMIM
DIS003021	Penetrating atherosclerotic ulcer	I77.8	ICD-10
DIS005451	Penetrating head injury	D020197	MeSH
DIS007311	Penile agenesis and testicular agenesis	752.69	ICD-9-CM
DIS006470	Penile cancer	001276	MedlinePlus
DIS006472	Penile fracture	959.13	ICD-9-CM
DIS007431	Pentalogy of Cantrell	1335	Orphanet
DIS010277	Pentasomy X	11	Orphanet
DIS004232	Peptic ulcer disease	000206	MedlinePlus
DIS003311	Perforated eardrum	001038	MedlinePlus
DIS006402	Periapical cyst	31994	DiseasesDB
DIS007262	Pericardial effusion	2128	DiseasesDB
DIS004520	Pericarditis	000182	MedlinePlus
DIS007202	Perinatal asphyxia	1416	DiseasesDB
DIS007566	Perineal tear	O70.0	ICD-10
DIS002695	Periodic fever, aphthous stomatitis, pharyngitis and adenitis	33682	DiseasesDB
DIS005516	Periodic limb movement disorder	327.51	ICD-9-CM
DIS006772	Periodic paralysis	206976	Orphanet
DIS003292	Periodontal abscess	D005491	MeSH
DIS008131	Periodontal disease	001059	MedlinePlus
DIS005910	Periorbital cellulitis	000976	MedlinePlus
DIS005214	Peripartum cardiomyopathy	000188	MedlinePlus
DIS003796	Peripheral artery disease	000170	MedlinePlus
DIS000584	Peripheral giant-cell granuloma	30735	DiseasesDB
DIS006000	Peripheral neuropathy	000593	MedlinePlus
DIS007015	Peripheral ossifying fibroma	D018214	MeSH
DIS005602	Peripheral T-cell lymphoma not otherwise specified	202.7	ICD-9-CM
DIS004912	Peritoneal mesothelioma	C45.1	ICD-10
DIS007041	Peritonsillar abscess	000986	MedlinePlus
DIS005508	Perivascular epithelioid cell tumour	D054973	MeSH
DIS004042	Periventricular leukomalacia	007232	MedlinePlus
DIS006188	Perlman syndrome	267000	OMIM
DIS004705	Persistent fetal circulation	29889	DiseasesDB
DIS002392	Persistent hyperplastic primary vitreous	221900	OMIM
DIS005558	Persistent left superior vena cava	747.49	ICD-9-CM
DIS003377	Persistent Müllerian duct syndrome	261550	OMIM
DIS006889	Persistent truncus arteriosus	001111	MedlinePlus
DIS000668	Persistent vegetative state	780.03	ICD-9-CM
DIS003301	Personality disorder	000939	MedlinePlus
DIS005143	Pervasive developmental disorder not otherwise specified	299.9	ICD-9-CM
DIS005448	Pes cavus	001261	MedlinePlus
DIS005444	Pesticide poisoning	002430	MedlinePlus
DIS004456	Peters-plus syndrome	261540	OMIM
DIS006558	Peyronie's disease	001278	MedlinePlus
DIS014263	PHACE syndrome	34139	DiseasesDB
DIS006715	Phantom eye syndrome	353.6	ICD-9-CM
DIS006255	Phantom limb	29431	DiseasesDB
DIS005778	Pharyngitis	000655	MedlinePlus
DIS003812	Phenylketonuria	001166	MedlinePlus
DIS003199	Pheochromocytoma	000340	MedlinePlus
DIS006754	Phimosis	10019	DiseasesDB
DIS003399	Phlebitis	451	ICD-9-CM
DIS006677	Phlegmasia alba dolens	32484	DiseasesDB
DIS007036	Phobia	000956	MedlinePlus
DIS004707	Phocomelia	10020	DiseasesDB
DIS007492	Phosphofructokinase deficiency	232800	OMIM
DIS005654	Photic sneeze reflex	100820	OMIM
DIS003645	Photodermatitis	24609	DiseasesDB
DIS003238	Photokeratitis	31147	DiseasesDB
DIS005377	Photophobia	003041	MedlinePlus
DIS007471	Phthisis bulbi	360.41	ICD-9-CM
DIS004958	Phyllodes tumor	217	ICD-9-CM
DIS006266	Phytophotodermatitis	31395	DiseasesDB
DIS004102	Pica (disorder)	001538	MedlinePlus
DIS004574	Pick's disease	000744	MedlinePlus
DIS007165	Pickardt syndrome	253.7	ICD-9-CM
DIS005181	Pigmented purpuric dermatosis	172900	OMIM
DIS006085	Pigmented villonodular synovitis	29902	DiseasesDB
DIS004614	Pilocytic astrocytoma	191	ICD-9-CM
DIS004910	Pilomatricoma	32128	DiseasesDB
DIS003497	Pilonidal disease	31128	DiseasesDB
DIS004857	Pinealoblastoma	D010871	MeSH
DIS004145	Pinealoma	10044	DiseasesDB
DIS007259	Pinguecula	001025	MedlinePlus
DIS006048	Pinta (disease)	103	ICD-9-CM
DIS004414	Pinworm infection	127.4	ICD-9-CM
DIS005402	Piriformis syndrome	355.0	ICD-9-CM
DIS006635	Pitted keratolysis	31346	DiseasesDB
DIS003273	Pitt–Hopkins syndrome	610954	OMIM
DIS006955	Pituicytoma	251623	Orphanet
DIS004372	Pituitary adenoma	000704	MedlinePlus
DIS004388	Pituitary apoplexy	001167	MedlinePlus
DIS007456	Pityriasis lichenoides chronica	696.2	ICD-9-CM
DIS007457	Pityriasis lichenoides et varioliformis acuta	696.2	ICD-9-CM
DIS003371	Pityriasis rosea	000871	MedlinePlus
DIS004697	Placenta accreta	10091	DiseasesDB
DIS004404	Placenta praevia	000900	MedlinePlus
DIS004866	Placental abruption	000901	MedlinePlus
DIS004163	Placental disease	641.0	ICD-9-CM
DIS005749	Placental insufficiency	001485	MedlinePlus
DIS006952	Placental site trophoblastic tumor	D018245	MeSH
DIS005850	Plague (disease)	000596	MedlinePlus
DIS003429	Plantar fasciitis	007021	MedlinePlus
DIS006394	Plantar fibromatosis	126900	OMIM
DIS006355	Plasma cell leukemia	203.1	ICD-9-CM
DIS007402	Platelet storage pool deficiency	185050	OMIM
DIS006214	Pleomorphic adenoma	181030	OMIM
DIS007083	Pleural effusion	000086	MedlinePlus
DIS005358	Pleural empyema	000123	MedlinePlus
DIS007161	Pleurisy	001371	MedlinePlus
DIS007282	Plica syndrome	727.83	ICD-9-CM
DIS003970	Plummer–Vinson syndrome	001158	MedlinePlus
DIS002713	Pneumaturia	30912	DiseasesDB
DIS005149	Pneumocystis pneumonia	000671	MedlinePlus
DIS003849	Pneumomediastinum	000084	MedlinePlus
DIS003247	Pneumopericardium	770.2	ICD-9-CM
DIS003866	Pneumoperitoneum	31511	DiseasesDB
DIS003530	Pneumothorax	000087	MedlinePlus
DIS006059	POEMS syndrome	2905	Orphanet
DIS004651	Poikilocytosis	10207	DiseasesDB
DIS003661	Poikiloderma vasculare atrophicans	10208	DiseasesDB
DIS004569	Poland syndrome	173800	OMIM
DIS010181	Polio	001402	MedlinePlus
DIS007508	Polyarteritis nodosa	001438	MedlinePlus
DIS006104	Polyarthritis	711	ICD-9-CM
DIS000689	Polychromasia	001318	MedlinePlus
DIS006919	Polycystic kidney disease	000502	MedlinePlus
DIS005009	Polycystic ovary syndrome	000369	MedlinePlus
DIS006189	Polycythemia vera	000589	MedlinePlus
DIS004544	Polydactyly	003176	MedlinePlus
DIS007372	Polyhydramnios	003267	MedlinePlus
DIS004377	Polymicrogyria	33975	DiseasesDB
DIS006401	Polymorphous light eruption	001477	MedlinePlus
DIS006498	Polymyalgia rheumatica	000415	MedlinePlus
DIS004091	Polymyositis	000428	MedlinePlus
DIS005987	Polyneuropathy	356.4	ICD-9-CM
DIS001080	Polyuria	003146	MedlinePlus
DIS006131	Porcelain gallbladder	575.8	ICD-9-CM
DIS003294	Porencephaly	175780	OMIM
DIS006714	Porphyria	001208	MedlinePlus
DIS003885	Porphyria cutanea tarda	10376	DiseasesDB
DIS007087	Port-wine stain	001475	MedlinePlus
DIS006634	Portal hypertension	10388	DiseasesDB
DIS006310	Portal hypertensive gastropathy	537.89	ICD-9-CM
DIS005973	Post-coital tristesse	F66	ICD-10
DIS003602	Post-concussion syndrome	310.2	ICD-9-CM
DIS005281	Post-dural-puncture headache	349.0	ICD-9-CM
DIS003417	Post-Ebola virus syndrome	B94.8	ICD-10
DIS004654	Post-nasal drip	784.91	ICD-9-CM
DIS007411	Post-polio syndrome	138	ICD-9-CM
DIS006774	Post-transplant lymphoproliferative disorder	238.77	ICD-9-CM
DIS005415	Post-traumatic epilepsy	D004834	MeSH
DIS005754	Postcholecystectomy syndrome	576.0	ICD-9-CM
DIS004494	Posterior reversible encephalopathy syndrome	10460	DiseasesDB
DIS003224	Posterior urethral valve	34137	DiseasesDB
DIS001193	Posterior vitreous detachment	31271	DiseasesDB
DIS004679	Postherpetic neuralgia	007423	MedlinePlus
DIS006367	Postoperative nausea and vomiting	D020250	MeSH
DIS007039	Postpartum bleeding	666	ICD-9-CM
DIS003379	Postpartum depression	007215	MedlinePlus
DIS006386	Postpartum infections	672	ICD-9-CM
DIS003215	Postpartum thyroiditis	10441	DiseasesDB
DIS004672	Postpericardiotomy syndrome	429.4	ICD-9-CM
DIS006225	Postterm pregnancy	10417	DiseasesDB
DIS006946	Posttraumatic stress disorder	000925	MedlinePlus
DIS005689	Postural orthostatic tachycardia syndrome	337.9	ICD-9-CM
DIS005078	Pott disease	015.0	ICD-9-CM
DIS003552	Potter sequence	001268	MedlinePlus
DIS005924	Pouchitis	D019449	MeSH
DIS007396	Powassan encephalitis	A84.8	ICD-10
DIS003446	Prader–Willi syndrome	001605	MedlinePlus
DIS005721	Pre-eclampsia	000898	MedlinePlus
DIS007139	Preauricular sinus and cyst	003304	MedlinePlus
DIS003415	Precancerous condition	D011230	MeSH
DIS003787	Precocious puberty	001168	MedlinePlus
DIS006226	Precordial catch syndrome	786.51	ICD-9-CM
DIS005863	Prediabetes	790.29	ICD-9-CM
DIS007636	Pregnancy	002398	MedlinePlus
DIS010283	Prelabor rupture of membranes	000512	MedlinePlus
DIS006911	Premature atrial contraction	427.61	ICD-9-CM
DIS006991	Premature ejaculation	001524	MedlinePlus
DIS007052	Premature ovarian failure	256.31	ICD-9-CM
DIS005048	Premenstrual dysphoric disorder	007193	MedlinePlus
DIS005796	Premenstrual syndrome	625.4	ICD-9-CM
DIS003851	Prepatellar bursitis	726.65	ICD-9-CM
DIS006803	Presbycusis	001045	MedlinePlus
DIS005183	Presbyopia	001026	MedlinePlus
DIS007593	Pressure ulcer	007071	MedlinePlus
DIS003487	Preterm birth	001562	MedlinePlus
DIS005581	Priapism	25148	DiseasesDB
DIS005269	Primary aldosteronism	000330	MedlinePlus
DIS006743	Primary biliary cholangitis	000282	MedlinePlus
DIS006659	Primary central nervous system lymphoma	200.5	ICD-9-CM
DIS006536	Primary ciliary dyskinesia	242650	OMIM
DIS004490	Primary effusion lymphoma	33904	DiseasesDB
DIS004209	Primary hyperparathyroidism	000384	MedlinePlus
DIS005073	Primary lateral sclerosis	29150	DiseasesDB
DIS006941	Primary mediastinal B-cell lymphoma	article/203681	eMedicine
DIS006885	Primary peritoneal carcinoma	158	ICD-9-CM
DIS007218	Primary progressive aphasia	607485	OMIM
DIS007595	Primitive neuroectodermal tumor	31470	DiseasesDB
DIS003905	Primrose syndrome	259050	OMIM
DIS004121	Problem gambling	001520	MedlinePlus
DIS006082	Proctalgia fugax	564.6	ICD-9-CM
DIS003511	Proctitis	001139	MedlinePlus
DIS003983	Progeria	001657	MedlinePlus
DIS006254	Prognathism	003026	MedlinePlus
DIS007129	Progressive familial intrahepatic cholestasis	172	Orphanet
DIS007121	Progressive muscular atrophy	29149	DiseasesDB
DIS004827	Progressive supranuclear palsy	000767	MedlinePlus
DIS005457	Prolactinoma	000336	MedlinePlus
DIS003536	Prolidase deficiency	170100	OMIM
DIS006446	Proliferating angioendotheliomatosis	C83.3	ICD-10
DIS006377	Pronator teres syndrome	354.0	ICD-9-CM
DIS005673	Propionic acidemia	270.3	ICD-9-CM
DIS006415	Prosopagnosia	368.16	ICD-9-CM
DIS004011	Prostate cancer	000380	MedlinePlus
DIS005040	Protein C deficiency	10807	DiseasesDB
DIS004251	Protein S deficiency	10814	DiseasesDB
DIS007224	Proteus syndrome	176920	OMIM
DIS007596	Protrusio acetabuli	33283	DiseasesDB
DIS006297	Proximal 18q-	601808	OMIM
DIS004228	Proximal diabetic neuropathy	000693	MedlinePlus
DIS005089	Proximal femoral focal deficiency	Q72.4	ICD-10
DIS005053	Prune belly syndrome	001269	MedlinePlus
DIS004425	Pruritic urticarial papules and plaques of pregnancy	30030	DiseasesDB
DIS006822	Pruritus ani	30154	DiseasesDB
DIS007533	Pseudo-Cushing's syndrome	E24.3	ICD-10
DIS004849	Pseudo-Hurler polydystrophy	252600	OMIM
DIS003967	Pseudoaneurysm	D017541	MeSH
DIS003541	Pseudobulbar palsy	10826	DiseasesDB
DIS006978	Pseudocholinesterase deficiency	10829	DiseasesDB
DIS006323	Pseudoexfoliation syndrome	177650	OMIM
DIS005237	Pseudofolliculitis barbae	000823	MedlinePlus
DIS006309	Pseudohypoaldosteronism	177735 614495 614491 614496 614492 145260 264350 177735 614495 614491 614496 614492 145260	OMIM
DIS005088	Pseudohypoparathyroidism	000364	MedlinePlus
DIS006697	Pseudolymphoma	article/1098583	eMedicine
DIS005111	Pseudomyxoma peritonei	197.6	ICD-9-CM
DIS005361	Pseudopseudohypoparathyroidism	275.49	ICD-9-CM
DIS003426	Pseudovaginal perineoscrotal hypospadias	11	DiseasesDB
DIS006094	Pseudoxanthoma elasticum	10876	DiseasesDB
DIS003472	Psoriatic onychodystrophy	L62.8	ICD-10
DIS006397	Psychasthenia	300.89	ICD-9-CM
DIS006010	Psychogenic amnesia	003257	MedlinePlus
DIS003680	Psychogenic non-epileptic seizure	300.11	ICD-9-CM
DIS000035	Psychogenic pain	000922	MedlinePlus
DIS004852	Psychomotor agitation	308.2	ICD-9-CM
DIS004850	Psychomotor retardation	308.2	ICD-9-CM
DIS004199	Psychopathy	000921	MedlinePlus
DIS007063	Psychosis	001553	MedlinePlus
DIS004364	Psychosocial short stature	C535569	MeSH
DIS004107	Pterygium (conjunctiva)	001011	MedlinePlus
DIS004157	Ptosis (breasts)	611.81	ICD-9-CM
DIS007422	Ptosis (eyelid)	001018	MedlinePlus
DIS006831	Pulled elbow	000983	MedlinePlus
DIS003220	Pulmonary alveolar proteinosis	000114	MedlinePlus
DIS003528	Pulmonary aspiration	668.0	ICD-9-CM
DIS007193	Pulmonary atresia	001091	MedlinePlus
DIS000823	Pulmonary consolidation	10949	DiseasesDB
DIS005338	Pulmonary contusion	861.21	ICD-9-CM
DIS003914	Pulmonary edema	000140	MedlinePlus
DIS007156	Pulmonary embolism	000132	MedlinePlus
DIS004812	Pulmonary fibrosis	516.31	ICD-9-CM
DIS006115	Pulmonary heart disease	000129	MedlinePlus
DIS004353	Pulmonary hemorrhage	770.3	ICD-9-CM
DIS005875	Pulmonary hypertension	000112	MedlinePlus
DIS005294	Pulmonary hypoplasia	2257	Orphanet
DIS003622	Pulmonary insufficiency	11014	DiseasesDB
DIS006040	Pulmonary interstitial emphysema	518.1	ICD-9-CM
DIS005336	Pulmonary laceration	861.22	ICD-9-CM
DIS005825	Pulmonary sequestration	32120	DiseasesDB
DIS003401	Pulmonary valve stenosis	001096	MedlinePlus
DIS003784	Pulmonary venoocclusive disease	265450	OMIM
DIS006963	Pulpitis	29367	DiseasesDB
DIS006035	Pulseless electrical activity	4166	DiseasesDB
DIS006862	Pure autonomic failure	32777	DiseasesDB
DIS007047	Pure red cell aplasia	284.8	ICD-9-CM
DIS007577	Purine nucleoside phosphorylase deficiency	11044	DiseasesDB
DIS006301	Purtscher's retinopathy	33929	DiseasesDB
DIS005819	Pyaemia	038.42	ICD-9-CM
DIS006706	Pycnodysostosis	265800	OMIM
DIS006455	Pyelonephritis	001274	MedlinePlus
DIS003547	Pyloric stenosis	000970	MedlinePlus
DIS005696	Pyogenic granuloma	001464	MedlinePlus
DIS004791	Pyogenic liver abscess	000261	MedlinePlus
DIS003560	Pyometra	4283	DiseasesDB
DIS003217	Pyomyositis	040.81	ICD-9-CM
DIS005795	Pyonephrosis	590.0	ICD-9-CM
DIS007030	Pyromania	312.33	ICD-9-CM
DIS006029	Pyruvate carboxylase deficiency	266150	OMIM
DIS003930	Pyruvate dehydrogenase deficiency	271.8	ICD-9-CM
DIS006041	Pyruvate kinase deficiency	001197	MedlinePlus
DIS006873	Q fever	001337	MedlinePlus
DIS006093	Quadrantanopia	368.46	ICD-9-CM
DIS006619	Quadriceps tendon rupture	727.65	ICD-9-CM
DIS006582	Quebec platelet disorder	220436	Orphanet
DIS006827	Rabies	001334	MedlinePlus
DIS006730	Rabson–Mendenhall syndrome	262190	OMIM
DIS006448	Rachischisis	741	ICD-9-CM
DIS003577	Radial neuropathy	354.3	ICD-9-CM
DIS006216	Radial tunnel syndrome	354.3	ICD-9-CM
DIS006396	Radiation burn	692.82	ICD-9-CM
DIS004500	Radiation enteropathy	558.1	ICD-9-CM
DIS005517	Radiculopathy	29522	DiseasesDB
DIS003814	Ramos-Arroyo syndrome	1051	Orphanet
DIS005380	Ramsay Hunt syndrome type 1	213400	OMIM
DIS005547	Ramsay Hunt syndrome type 2	001647	MedlinePlus
DIS003244	Ranula	001639	MedlinePlus
DIS006698	Rapid eye movement sleep behavior disorder	D020447	MeSH
DIS007234	Rapidly progressive glomerulonephritis	280569	Orphanet
DIS006172	Rasmussen's encephalitis	323.81	ICD-9-CM
DIS005532	Rat-bite fever	001348	MedlinePlus
DIS003609	Raynaud syndrome	000412	MedlinePlus
DIS006688	Reactive arthritis	000440	MedlinePlus
DIS005117	Reactive attachment disorder	D019962	MeSH
DIS005712	Reactive gastropathy	article/1962893	eMedicine
DIS005591	Reactive hypoglycemia	251.2	ICD-9-CM
DIS007181	Receptive aphasia	784.3	ICD-9-CM
DIS004197	Rectal foreign body	937	ICD-9-CM
DIS004685	Rectal prolapse	001132	MedlinePlus
DIS007128	Rectocele	11189	DiseasesDB
DIS007304	Rectovaginal fistula	32573	DiseasesDB
DIS005454	Recurrent corneal erosion	31285	DiseasesDB
DIS006502	Recurrent miscarriage	629.81	ICD-9-CM
DIS003779	Red eye (medicine)	18665	DiseasesDB
DIS004796	Reflux nephropathy	000459	MedlinePlus
DIS005047	Refractive error	29645	DiseasesDB
DIS003507	Refractory anemia with excess of blasts	238.73	ICD-9-CM
DIS006231	Refsum disease	11213	DiseasesDB
DIS004054	Reinke's edema	32572	DiseasesDB
DIS003698	Reis–Bucklers corneal dystrophy	608470	OMIM
DIS007355	Relapsing polychondritis	10248	DiseasesDB
DIS004397	Renal artery stenosis	001273	MedlinePlus
DIS003717	Renal cell carcinoma	000516	MedlinePlus
DIS004407	Renal colic	26026	DiseasesDB
DIS004785	Renal cortical necrosis	583.6	ICD-9-CM
DIS005310	Renal cyst	593.2	ICD-9-CM
DIS001012	Renal dysplasia-limb defects syndrome	266910	OMIM
DIS007141	Renal glycosuria	233100	OMIM
DIS005841	Renal osteodystrophy	588.0	ICD-9-CM
DIS007527	Renal papillary necrosis	000488	MedlinePlus
DIS014262	Renal–hepatic–pancreatic dysplasia	208540	OMIM
DIS007146	Renovascular hypertension	000204	MedlinePlus
DIS005468	Renpenning's syndrome	309500	OMIM
DIS003615	Repetitive strain injury	11373	DiseasesDB
DIS007066	Respiratory acidosis	000092	MedlinePlus
DIS006015	Respiratory arrest	799.1	ICD-9-CM
DIS004950	Respiratory disease	460	ICD-9-CM
DIS003694	Respiratory failure	518.81	ICD-9-CM
DIS005667	Restless legs syndrome	000807	MedlinePlus
DIS007199	Restrictive cardiomyopathy	000189	MedlinePlus
DIS006874	Restrictive lung disease	518.89	ICD-9-CM
DIS007194	Reticular dysgenesis	33355	Orphanet
DIS007625	Reticulocytopenia	10703	DiseasesDB
DIS006666	Retinal detachment	001027	MedlinePlus
DIS007461	Retinal haemorrhage	29369	DiseasesDB
DIS004540	Retinitis	363.20	ICD-9-CM
DIS006238	Retinoblastoma	001030	MedlinePlus
DIS004356	Retinopathy	362.0	ICD-9-CM
DIS003241	Retinopathy of prematurity	001618	MedlinePlus
DIS005636	Retrograde ejaculation	001282	MedlinePlus
DIS005366	Retroperitoneal fibrosis	000463	MedlinePlus
DIS007280	Retroverted uterus	621.6	ICD-9-CM
DIS004505	Reversible cerebral vasoconstriction syndrome	I67.8	ICD-10
DIS004403	Reye syndrome	001565	MedlinePlus
DIS006493	Rh disease	001600	MedlinePlus
DIS006337	Rhabdomyolysis	000473	MedlinePlus
DIS005731	Rhabdomyoma	215	ICD-9-CM
DIS003222	Rhabdomyosarcoma	001429	MedlinePlus
DIS005371	Rheumatic fever	003940	MedlinePlus
DIS006227	Rheumatoid arthritis	000431	MedlinePlus
DIS006399	Rhinitis medicamentosa	11545	DiseasesDB
DIS006426	Rhinolith	478.19	ICD-9-CM
DIS005992	Rhinophyma	001037	MedlinePlus
DIS005254	Rhinoscleroma	001256	MedlinePlus
DIS004698	Rhinosporidiosis	117.0	ICD-9-CM
DIS005873	Rhizomelic chondrodysplasia punctata	215100	OMIM
DIS003832	Rib fracture	11553	DiseasesDB
DIS003312	Ribose-5-phosphate isomerase deficiency	440706	Orphanet
DIS005430	Rickettsiosis	080	ICD-9-CM
DIS004115	Riedel's thyroiditis	11590	DiseasesDB
DIS005612	Rift Valley fever	066.3	ICD-9-CM
DIS007206	Right bundle branch block	11620	DiseasesDB
DIS004744	Right ventricular hypertrophy	11623	DiseasesDB
DIS000373	Ring chromosome 20 syndrome	C535369 C580424, C535369	MeSH
DIS005133	Roberts syndrome	268300	OMIM
DIS006512	Robinow syndrome	180700	OMIM
DIS006140	Rocky Mountain spotted fever	000654	MedlinePlus
DIS005095	Rombo syndrome	180730	OMIM
DIS001178	Rosacea	000879	MedlinePlus
DIS004051	Rosai–Dorfman disease	158014	Orphanet
DIS003269	Rosenthal–Kloepfer syndrome	102100	OMIM
DIS004583	Roseola	000968	MedlinePlus
DIS005779	Rosselli–Gulienetti syndrome	225000	OMIM
DIS003868	Rotator cuff tear	007207	MedlinePlus
DIS006877	Rotaviral gastroenteritis	000252	MedlinePlus
DIS005730	Rothmund–Thomson syndrome	268400	OMIM
DIS007582	Roussy–Lévy syndrome	180800	OMIM
DIS005762	Rubinstein–Taybi syndrome	001249	MedlinePlus
DIS005717	Rud syndrome	29322	DiseasesDB
DIS003802	Rumination syndrome	001539	MedlinePlus
DIS003457	Sabinas brittle hair syndrome	211390	OMIM
DIS006339	Sack–Barabas syndrome	130050	OMIM
DIS003498	Sacroiliitis	720.2	ICD-9-CM
DIS004040	Saethre–Chotzen syndrome	101400	OMIM
DIS001380	Saint Louis encephalitis	062.3	ICD-9-CM
DIS007281	Sakati–Nyhan–Tisdale syndrome	101120	OMIM
DIS005599	Salicylate poisoning	002542	MedlinePlus
DIS005997	Salicylate sensitivity	E935.3	ICD-9-CM
DIS004848	Salivary gland tumour	001040	MedlinePlus
DIS005249	Salla disease	309334	Orphanet
DIS007325	Salmonellosis	000294	MedlinePlus
DIS005262	Salpingitis	614.2	ICD-9-CM
DIS003435	Sandhoff disease	268800	OMIM
DIS007330	Sandifer syndrome	32983	DiseasesDB
DIS006110	Sanfilippo syndrome	001210	MedlinePlus
DIS000439	SAPHO syndrome	30718	DiseasesDB
DIS003434	Sarcoidosis	000076	MedlinePlus
DIS003464	Sarcoma	D012509	MeSH
DIS006959	Sarcoma botryoides	1557	DiseasesDB
DIS000633	Sarcomatoid carcinoma	M8033/3	ICD-O
DIS004080	Scabies	000830	MedlinePlus
DIS007363	Scalp–ear–nipple syndrome	181270	OMIM
DIS007253	Scanning speech	D004401	MeSH
DIS004113	Scaphoid fracture	814	ICD-9-CM
DIS005655	Scapular fracture	811	ICD-9-CM
DIS006053	SCARF syndrome	312830	OMIM
DIS005207	Scarlet fever	012541	OMIM
DIS006747	Scarring hair loss	29593	DiseasesDB
DIS006334	Schamberg disease	30753	DiseasesDB
DIS004186	Schatzki ring	000208	MedlinePlus
DIS007133	Schindler disease	30058	DiseasesDB
DIS006183	Schizencephaly	269160	OMIM
DIS007010	Schizoaffective disorder	000930	MedlinePlus
DIS005994	Schizoid personality disorder	000920	MedlinePlus
DIS007613	Schizophreniform disorder	295.40	ICD-9-CM
DIS005665	Schizotypal personality disorder	001525	MedlinePlus
DIS004273	Schmorl's nodes	32386	DiseasesDB
DIS006457	Schnitzler syndrome	273.1	ICD-9-CM
DIS006113	Schöpf–Schulz–Passarge syndrome	224750	OMIM
DIS005772	Schwannoma	225.1	ICD-9-CM
DIS007512	Schwannomatosis	162091	OMIM
DIS003631	Sciatica	000686	MedlinePlus
DIS005742	Scimitar syndrome	747.49	ICD-9-CM
DIS006859	Scintillating scotoma	368.12	ICD-9-CM
DIS006350	Scleredema	31361	DiseasesDB
DIS007240	Scleritis	001003	MedlinePlus
DIS006734	Scleroderma	000429	MedlinePlus
DIS007186	Scoliosis	001241	MedlinePlus
DIS003416	Scombroid food poisoning	31114	DiseasesDB
DIS006870	Scotoma	368.12	ICD-9-CM
DIS003168	Scrub typhus	081.2	ICD-9-CM
DIS004629	Scurvy	000355	MedlinePlus
DIS003711	Seabather's eruption	derm/390	eMedicine
DIS004263	Seasonal affective disorder	001532	MedlinePlus
DIS006005	Seaver Cassidy syndrome	1778	Orphanet
DIS007343	Sebaceous carcinoma	article/1101433	eMedicine
DIS003368	Sebaceous cyst	000842	MedlinePlus
DIS006045	Seborrheic keratosis	000884	MedlinePlus
DIS007060	Seckel syndrome	210600	OMIM
DIS006263	Second-degree atrioventricular block	10477	DiseasesDB
DIS003161	Secondary hyperparathyroidism	000318	MedlinePlus
DIS004585	Secondary hypertension	405	ICD-9-CM
DIS001289	Secondary sclerosing cholangitis	447774	Orphanet
DIS003815	Selective immunoglobulin A deficiency	001476	MedlinePlus
DIS004213	Selective mutism	309.83	ICD-9-CM
DIS007358	Selenium deficiency	11941	DiseasesDB
DIS004097	Self-harm	30605	DiseasesDB
DIS006349	Semantic dementia	D003704	MeSH
DIS003562	Seminoma	12966	DiseasesDB
DIS006548	Sensorineural hearing loss	003291	MedlinePlus
DIS004021	Separated shoulder	831.04	ICD-9-CM
DIS007488	Separation anxiety disorder	001542	MedlinePlus
DIS003997	Sepsis	000666	MedlinePlus
DIS003728	Septic arthritis	000430	MedlinePlus
DIS006147	Septic shock	000668	MedlinePlus
DIS007505	Serositis	D012700	MeSH
DIS007028	Serotonin syndrome	007272	MedlinePlus
DIS006937	Serpentine fibula-polycystic kidney syndrome	600330	OMIM
DIS003854	Sertoli cell tumour	183.0	ICD-9-CM
DIS004711	Serum sickness	000820	MedlinePlus
DIS003684	Sever's disease	732.5	ICD-9-CM
DIS003390	Severe acute respiratory syndrome	007192	MedlinePlus
DIS007091	Severe combined immunodeficiency	11978	DiseasesDB
DIS003366	Sex cord–gonadal stromal tumour	D018312	MeSH
DIS004667	Sexual dysfunction	302.7	ICD-9-CM
DIS006627	Sexual fetishism	302.81	ICD-9-CM
DIS005736	Sexual headache	339.82	ICD-9-CM
DIS005639	Sexually transmitted infection	099.9	ICD-9-CM
DIS005135	Sézary disease	202.2	ICD-9-CM
DIS005543	Sheehan's syndrome	001175	MedlinePlus
DIS006614	Shift work sleep disorder	307.45	ICD-9-CM
DIS007414	Shigellosis	000295	MedlinePlus
DIS003798	Shingles	000858	MedlinePlus
DIS004279	Shock (circulatory)	000039	MedlinePlus
DIS007215	Short bowel syndrome	000237	MedlinePlus
DIS004070	Short stature	003271	MedlinePlus
DIS005671	SHORT syndrome	269880	OMIM
DIS003903	Short-chain acyl-coenzyme A dehydrogenase deficiency	201470	OMIM
DIS002931	Shortness of breath	003075	MedlinePlus
DIS005859	Shoulder dystocia	12036	DiseasesDB
DIS009291	shoulder impingement syndrome	726.2	ICD-9-CM
DIS006237	Shoulder presentation	002060	MedlinePlus
DIS004783	Shwachman–Diamond syndrome	11894	DiseasesDB
